cx_q2,Question Placement,Web,Dealership
Thought it to be concise and timely,End of Survey,FALSE,FALSE
"I contacted the dealership to verify a specific truck was there and available for sale.  I was told Yes. We made the three hour round trip from Detroit To find out not only was the truck sold, it had been earmarked for a customer since it arrived at the dealership.",Begin of Survey,FALSE,TRUE
did not request on line went to dealer,End of Survey,FALSE,TRUE
Bill Grove treated me very nice.,End of Survey,FALSE,FALSE
Quick response and seemed interested in what I wanted,End of Survey,FALSE,TRUE
No return reply,End of Survey,FALSE,TRUE
Received a phone call and went to the dealership the folllowing day.,Begin of Survey,FALSE,TRUE
"Like I stated, I contacted the dealership on Wed night and I did not get a email until Friday I would have bought the truck wed night if price was right",End of Survey,FALSE,TRUE
excellant dealer,Begin of Survey,FALSE,TRUE
I got a clear answer to my inquiry,End of Survey,FALSE,FALSE
had no problems.,Begin of Survey,FALSE,FALSE
Logan was amazing unfortunately he could not get to the pricing I needed.,End of Survey,FALSE,FALSE
"Salesman contacted after I left town on business when I wasn't able to come into the dealership.  He told me on Friday, 11/23 that they were working on my 'special' price offered in their add and it would be emailed to me.  I haven't seen it yet.",Begin of Survey,FALSE,TRUE
"kind professional, and to the point in every area",End of Survey,FALSE,TRUE
"Polite, knowledgeable",Begin of Survey,FALSE,TRUE
The new build & price page was a luttle harder to navigate through but overall still very good.,Begin of Survey,TRUE,FALSE
Easy to find and build the truck I would like,Begin of Survey,FALSE,FALSE
They responded,End of Survey,FALSE,TRUE
??,End of Survey,FALSE,FALSE
Real  responses,End of Survey,FALSE,TRUE
Have a purchase with Ronnie working for tomorrow morning,Begin of Survey,FALSE,FALSE
They contacted me asap,Begin of Survey,FALSE,TRUE
Not much communication,Begin of Survey,FALSE,FALSE
Sales did not care about the customer..,End of Survey,FALSE,TRUE
Purchased a car,Begin of Survey,FALSE,FALSE
That?s how I feel.,End of Survey,FALSE,FALSE
Time savings,End of Survey,FALSE,FALSE
"Questions were answered, and options given",Begin of Survey,FALSE,TRUE
Call back within a short period of time,Begin of Survey,FALSE,TRUE
Quick response,End of Survey,FALSE,TRUE
"Prompt response, friendly interaction",Begin of Survey,FALSE,TRUE
services,End of Survey,FALSE,FALSE
Sales person was not pushy.,Begin of Survey,FALSE,TRUE
Overall satisfied.,End of Survey,FALSE,FALSE
No call back,End of Survey,FALSE,TRUE
See previous comments,End of Survey,FALSE,FALSE
"Easy to submit the request, and I received a timely e-mail respond that the request had been received.",End of Survey,TRUE,TRUE
Quick response by phone and text.,Begin of Survey,FALSE,TRUE
"I got a promot response, but was pestered repeatedly with emails and texts",Begin of Survey,FALSE,TRUE
good,Begin of Survey,FALSE,FALSE
Because it is good,End of Survey,FALSE,FALSE
Read the survey,End of Survey,FALSE,FALSE
Never got a response as to whether the vehicles I requested could be obtained by the dealship.  Vehicles requested Ford Focus Electric or Ford CMax Titanium trim.,End of Survey,FALSE,TRUE
I asked to be contacted by email only and all I got were phone calls.  I DO NOT want to talk to any shyster car salesman.  I just wanted a damn price.,Begin of Survey,FALSE,TRUE
answered all my questions,End of Survey,FALSE,TRUE
satisfied,End of Survey,FALSE,FALSE
easy,Begin of Survey,FALSE,FALSE
Good,End of Survey,FALSE,FALSE
They actually listened to my need,Begin of Survey,FALSE,FALSE
Na,End of Survey,FALSE,FALSE
I purchased the car,Begin of Survey,FALSE,FALSE
Response time,Begin of Survey,FALSE,TRUE
I have not ben able to get out there yet,End of Survey,FALSE,FALSE
"As long as the vehicle was tagged and I will be able to see it. I was suppose to come on Friday & Saturday, my salesman had an emergency so we made it Monday.",End of Survey,FALSE,TRUE
Respondieron a tiempo,Begin of Survey,FALSE,TRUE
Very unresponsive to my requests.,End of Survey,FALSE,TRUE
it works,Begin of Survey,FALSE,FALSE
Ryan was nice and very thorough,Begin of Survey,FALSE,FALSE
Previous purchase and service experience.,Begin of Survey,FALSE,FALSE
A quick responce,Begin of Survey,FALSE,TRUE
haven't got a chance to talk to anyone yet about the truck...,End of Survey,FALSE,TRUE
Easy to submit request,End of Survey,TRUE,FALSE
Timely,Begin of Survey,FALSE,FALSE
The resulrs weere as expected,Begin of Survey,FALSE,FALSE
Tgey responded next day,End of Survey,FALSE,TRUE
good service,End of Survey,FALSE,FALSE
I was satisfied with response,Begin of Survey,FALSE,TRUE
na,End of Survey,FALSE,FALSE
I was notified soon after I put in my request,End of Survey,FALSE,FALSE
It worked out,End of Survey,FALSE,FALSE
"The sales person was friendly, and kind.",Begin of Survey,FALSE,TRUE
As long as I am not further contacted I am satisfied.,End of Survey,FALSE,TRUE
same answer as before,End of Survey,FALSE,FALSE
They responded to me,Begin of Survey,FALSE,TRUE
He was very thourough,End of Survey,FALSE,FALSE
Because the people basically did what they are supposed to.,End of Survey,FALSE,TRUE
There were no problems and the process was simple.,Begin of Survey,FALSE,FALSE
I was contacted quickly and the communication I had with the individual was very pleasing,Begin of Survey,FALSE,TRUE
Response was very fast.  We were given an appointment to sit and chat with a sales rep and our time constraints were met very well.,Begin of Survey,FALSE,TRUE
My lease question wasnt answered,End of Survey,FALSE,TRUE
Provided information that allowed me to further y inquiries and ask detail questions.,End of Survey,FALSE,TRUE
I like dealing with matt,End of Survey,FALSE,FALSE
No one contacted me bout the price i offered for a new explorer,End of Survey,FALSE,TRUE
the only reason I purchased is because the salesman-Jordan was better than probably any salesman I have had in a long time he really enjoys what he is doing and it shows immediately he puts the time in so he is deserving of these accolades in my opinion,Begin of Survey,FALSE,TRUE
Easy to use,Begin of Survey,FALSE,FALSE
Price quote provided unreasonably high,End of Survey,TRUE,FALSE
Put in my request and was contacted by Sean Gallager and Don Morris,Begin of Survey,FALSE,TRUE
Prompt response and follow-up,Begin of Survey,FALSE,TRUE
Ford is my favorite automobile company.,End of Survey,FALSE,FALSE
Deceptive finance practices.,End of Survey,FALSE,FALSE
Great service,Begin of Survey,FALSE,FALSE
"I asked for their best price, and couldn't get it.",End of Survey,FALSE,FALSE
Handled professionally,End of Survey,FALSE,TRUE
Knows what hes doing,Begin of Survey,FALSE,FALSE
I don?t have any information I requested,End of Survey,FALSE,FALSE
customer service,Begin of Survey,FALSE,FALSE
Employee was helpful and timely.,Begin of Survey,FALSE,FALSE
No one has attempted to contact me.,End of Survey,FALSE,FALSE
Already stated,End of Survey,FALSE,FALSE
"Emailed on thanksgivjng. Chris the GM, responded twice that day. Great service!",Begin of Survey,FALSE,TRUE
Requested email and I was contacted by phone.,End of Survey,FALSE,TRUE
Dealership very prompt and courteous,Begin of Survey,FALSE,TRUE
this is the second time I have tried to get an online quote and still no response...apparently Jack Byrnes does not want to sell Ford trucks.,End of Survey,TRUE,TRUE
"Quick response, professional, polite",Begin of Survey,FALSE,TRUE
nothing special,Begin of Survey,FALSE,FALSE
"Fast response, and thorough answers",Begin of Survey,FALSE,TRUE
It was alrihgt,End of Survey,FALSE,FALSE
Vehicle was marked up over retail price. Not interested,End of Survey,FALSE,FALSE
Received a reply from a representative quickly.,Begin of Survey,FALSE,TRUE
Not getting a response from the dealership.,End of Survey,FALSE,TRUE
back to my original response earlier in this survey.  My inquiry was not answered as I was looking for,End of Survey,FALSE,TRUE
The contact was an attempt to get me to commit to a visit or a truck I did not request (Which I understand) but didn't answer my request specifically.  IE I wanted a specific 2019 truck by trim and color but was told of other vehicles instead.  Don't care about other vehicles.,End of Survey,FALSE,TRUE
I corrected the rating from ?very good? to ?good?. I don?t like the experience of being able to access the model and options but not the price. I was just in the process of deciding if I should keep my car or look for a trade and wanted to know the cost and needed to know the options available.,Begin of Survey,FALSE,FALSE
Fast,Begin of Survey,FALSE,FALSE
Right on time.,End of Survey,FALSE,FALSE
"Good service, knowledgeable",End of Survey,FALSE,TRUE
Response time,End of Survey,FALSE,TRUE
Tardaron,Begin of Survey,FALSE,FALSE
I felt like my interest in the vehicle was taken seriously,End of Survey,FALSE,FALSE
"Received a friendly invite to supply me with whatever information I might need about their vehicles and price quotes. Not pushy at all,which I find quite refreshing.",Begin of Survey,TRUE,TRUE
the survey is worse that having a salesman hound push you to buy.,End of Survey,FALSE,TRUE
"quick, complete, satisfactory",End of Survey,FALSE,FALSE
My needs and requirements were ignored in the dealer response!,Begin of Survey,FALSE,TRUE
"Quick, user friendly.",Begin of Survey,FALSE,TRUE
I found the online pre-order very easy and was contacted by a dealer representive the next day.,Begin of Survey,TRUE,TRUE
Haven?t been contacted yet,End of Survey,FALSE,TRUE
Enjoyed working with Gerry Smith,Begin of Survey,FALSE,FALSE
I?m not in Fords business model but at least now I know.,End of Survey,FALSE,FALSE
I feel price could have been more negotiable.,End of Survey,FALSE,FALSE
Fast to the point what i wanted,End of Survey,FALSE,FALSE
Never received a call or email correspondence. Unlike Price Ford who called me instantly and has been in constant email contact since.,End of Survey,FALSE,TRUE
All was excellent except for this lengthy questionnaire wasteful of my time,End of Survey,FALSE,TRUE
Great experience,End of Survey,FALSE,FALSE
Good data and information available in a timely manner,Begin of Survey,FALSE,FALSE
Done my way,End of Survey,FALSE,FALSE
I  DON'T NO,End of Survey,FALSE,FALSE
Prompt response to my request,Begin of Survey,FALSE,TRUE
Very Cordial Sales lady,Begin of Survey,FALSE,TRUE
Still looking,End of Survey,FALSE,FALSE
Received two follow up calls next day,Begin of Survey,FALSE,TRUE
Quick response from this dealership,Begin of Survey,FALSE,TRUE
"Sales person called, got me the info I needed.",Begin of Survey,FALSE,TRUE
Prompt replies,End of Survey,FALSE,TRUE
Fast responce,End of Survey,FALSE,TRUE
Response time was amazing and the dealership was very helpful,End of Survey,FALSE,TRUE
Very friendly and helpful. Also considerate of my time and effort.,End of Survey,FALSE,TRUE
Great follow up and execution,Begin of Survey,FALSE,FALSE
"I Do Not Want to be Contacted! Please take me off mailing,calling, etc. list. I Will contact you. If I am contacted I will look elsewhere.",Begin of Survey,FALSE,TRUE
Because there is always room for improvement.,End of Survey,FALSE,FALSE
Ease of requesting info,Begin of Survey,FALSE,FALSE
Coccia people do a great job!,Begin of Survey,FALSE,TRUE
partial followup,Begin of Survey,FALSE,FALSE
Didn't the answers I wanted,End of Survey,FALSE,FALSE
Because it sucked,Begin of Survey,FALSE,FALSE
I was receiving texts from people at the dealership the next day. I was even able to tell them was time I was arriving and they set me up with a rep for that time. When we arrived many employees there stop to greet us and make sure we had been helped out. Our rep was busy at the moment so another sat us down and let us start looking at cars on the computer with him. Soon our rep was with us.,Begin of Survey,FALSE,TRUE
I only been contacted via email.,End of Survey,FALSE,TRUE
"Local dealer, and friendly.",End of Survey,FALSE,TRUE
I couldn't get anything anyway,End of Survey,FALSE,FALSE
Did not have my build out from SF Auto Show,Begin of Survey,FALSE,FALSE
The whole buying process was so easy and went si smoothly. I greatly appreciate what Scott and Joe did for me.,Begin of Survey,FALSE,FALSE
Response time,End of Survey,FALSE,TRUE
I talked to the internet sales person by phone,End of Survey,TRUE,TRUE
There were lots of vehicles but the one we drove up to see could not be found on lot even though it showed that it was there.,Begin of Survey,FALSE,FALSE
"quick reply,to the point, and courteous",Begin of Survey,FALSE,TRUE
"Ellen will lie to get you in a deal, almost cost me a 8 hour round trip.  Glad I caught her",End of Survey,FALSE,FALSE
John Allen has always been able to sell me carsf and being freindly. Super guy and I love Ford,Begin of Survey,FALSE,FALSE
"Believe, the sales person, was very respectful and patient. He answered all my questions, and tried hard to get me the best deal. I would go there again to get my future car.",Begin of Survey,FALSE,TRUE
Contacted very soon after submitting,Begin of Survey,TRUE,TRUE
just a phone call,End of Survey,FALSE,TRUE
Because it is very good at making a lot of information available and at getting a dealer on board asap.,End of Survey,FALSE,TRUE
Responded next business day via Email,End of Survey,FALSE,TRUE
Quick response,Begin of Survey,FALSE,TRUE
that is what it was!,End of Survey,FALSE,FALSE
"Rep understood I had a serious family emergency, and respected that, and let me get on with it.",End of Survey,FALSE,TRUE
no price quote,End of Survey,TRUE,FALSE
"Answered most of my question, gave me an opportunity to do it at my leisure without having to be in the dealer shop.",Begin of Survey,FALSE,TRUE
No response,End of Survey,FALSE,TRUE
Because it was not exceptional.,End of Survey,FALSE,FALSE
Quick response time,End of Survey,FALSE,TRUE
friendly and helpful,Begin of Survey,FALSE,TRUE
"No quede satisfecha , pero el representante fue digamos que gentil.",End of Survey,FALSE,TRUE
Because I am still researching the prices for a Focus Hatchback car.,End of Survey,TRUE,FALSE
contacted by phone within 24 hours.,Begin of Survey,FALSE,TRUE
Provided only the information requested and have not continued communicating with other offers.,End of Survey,FALSE,FALSE
Didnt evem attempt to work with me,Begin of Survey,FALSE,FALSE
No contact.......,End of Survey,FALSE,FALSE
"Good and timely service.The sales associate explained the operation of my newly purchased F150 XLT 4X4 media player, remote start, service schedule and financing.",Begin of Survey,FALSE,TRUE
Because it helped me a lot and it explained everything very cleary,End of Survey,FALSE,FALSE
I was contacted right away 1,Begin of Survey,FALSE,TRUE
The representative was pleasant and was understanding.,End of Survey,FALSE,TRUE
INFORMATION WAS HELPFUL,Begin of Survey,FALSE,FALSE
Never received an email quote,End of Survey,TRUE,FALSE
See all the previous answers in this survey for details.,End of Survey,FALSE,FALSE
Because I did not understand what I was submitting my name and info to and that it was going to dealerships until everything was already on its way.  Obviously I didn't observe what was happening closely enough and that is my problem.,End of Survey,TRUE,TRUE
"Bob Bate Ford hasn't contacted me, although it may be some of the messages that have come into my junk mail and I have not retrieved them and will not retrieve them.",End of Survey,FALSE,TRUE
I wasn't ready for my contact information going to a dealership yet.  I misunderstood what was going to happen when I filled out the form because I obviously didn't read CAREFULLY.,End of Survey,FALSE,TRUE
y'all help me find my car,End of Survey,FALSE,FALSE
I AM MILITARY VET. PROMPT SERVICE,Begin of Survey,FALSE,TRUE
They returned my call.  They didnt attempt to sell me anything.  Did not make me aware of rebates or discounted prices.  Simply gave the sticker price which is online.  I bought from another dealer in Wasilla who was extremely helpful and informative.,Begin of Survey,TRUE,TRUE
Site was easy to use and price different scenarios.,Begin of Survey,TRUE,FALSE
That is what I believed - They answered and gave me information.,Begin of Survey,FALSE,TRUE
It was simple to submit.,Begin of Survey,TRUE,FALSE
"The sales representative, Jack, was rude and impolite. He even hang up the phone on me... I am a lincoln owner now, and of course I didnt buy the car from him. Lincoln should really keep up its brand image and prevent to have sales representative like him.",Begin of Survey,FALSE,TRUE
"It was very good because the people working at Fred Beans, Haldeman, Lucus and Lawrenceville Ford were all courteous, professional and patient.",Begin of Survey,FALSE,TRUE
They responded quickly,End of Survey,FALSE,TRUE
I was greeted multiple times by salesman even though i was being helped. And who i worked with was very friendly and professional.,Begin of Survey,FALSE,TRUE
Service was excellent,Begin of Survey,FALSE,FALSE
My experience with both sales and service has been outstanding.,Begin of Survey,FALSE,TRUE
The entire support team was excellent! From start to finish.,Begin of Survey,FALSE,FALSE
Great sales consultant,Begin of Survey,FALSE,TRUE
"My opinion, not necessarily; a customer in store is better than a customer Online or Texting. There is not much intensity or focus on closing an Online Sale. Know this, I am ready to purchase if I can get the Salesman, Sales Manager and Finance Officer all working together on my deal. Thanks for the survey!",End of Survey,TRUE,TRUE
Very slow to reply and did not have any trucks to offer a quote,Begin of Survey,TRUE,TRUE
Not willing to negotiate fairly,Begin of Survey,FALSE,FALSE
Because it was good.,Begin of Survey,FALSE,FALSE
No Contact.,End of Survey,FALSE,FALSE
Easy to navigate web page and a quick response with a very friendly voice on the other end that was happy to chat,End of Survey,TRUE,TRUE
Excellent customer service.,Begin of Survey,FALSE,FALSE
rep responded quickly with the info i asked for,Begin of Survey,FALSE,TRUE
I have been in contact with a couple different employees.  They have been great in helping me fined the right F-150.  I am still trying to decide what F-150 Lariat I am looking for.  I will continue to look at the different models.,Begin of Survey,FALSE,FALSE
Justin was back to me in less than an hour and was able to answer all of my questions,End of Survey,FALSE,TRUE
Heard back from dealership within a very short timeframe -only an hour or so,Begin of Survey,FALSE,TRUE
I made a request and got a fast response that gave me all the information I needed about the vehicle and dealership,End of Survey,FALSE,TRUE
never got live call when requested,End of Survey,FALSE,FALSE
Quick Response,Begin of Survey,FALSE,TRUE
The salesman got back with me in a timely manner as well as checked back with me to see if I was still interested in making a purchase.    No pressure at all.  Mr. Matlock also took time out to email me several vehicles that he thought I would like.,End of Survey,FALSE,TRUE
Fast response time. Helpful representatives for answering questions.,Begin of Survey,FALSE,TRUE
All my needs were met,End of Survey,FALSE,FALSE
n/a,Begin of Survey,FALSE,FALSE
Wasnt happy with price of Fords,Begin of Survey,FALSE,FALSE
"Having submitted my initial request, I gave specific instructions to contact me via text or email since I was at the office with limited access to my phone. I notice the incoming phone call so I decided to take it since I had a moment to chat.",End of Survey,TRUE,TRUE
"Car was not prepared very well. Car mats still in package to be installed. Was not given much instructions regarding console such as cell phone connection. And was only given 1 set of keys. On the plus side, they filled the gas tank",End of Survey,FALSE,TRUE
Quick professional response,Begin of Survey,FALSE,TRUE
"ERIK WAS A GREAT PERSON AND DID ALL HE COULD TO HELP.MY HUSBAND IS ON OXYGEN AND HE REALLY CARED. BUYING A CAR IS TO LONG AND HE STAY ON IT ALL THE WAY. UNDERSTANDING,CARING DOING WHAT WE ASKED. DON'T LOSE HIM",Begin of Survey,FALSE,TRUE
because it was good,Begin of Survey,FALSE,FALSE
"I?ve called fmc, I?ve called two Lincoln dealerships, I?ve called black label customer service and I cannot get an apt to see one. This is BS.  I?m selling my Ford F-150 limited and moving to GMC.",End of Survey,FALSE,TRUE
Because I Did Get Me A Car I Can AffordI Want To Thank Every One That Help Me,Begin of Survey,FALSE,FALSE
Git me the info,Begin of Survey,FALSE,FALSE
the website has real pictures and excellent details about the vehicle I wanted. It was an easy website to navigate.,End of Survey,TRUE,FALSE
Dealer got back to me within a reasonable time frame,Begin of Survey,FALSE,TRUE
I don?t know,Begin of Survey,FALSE,FALSE
I didn't submit on line your guy contacted me because I showed up on your lot several time and did not get help once,Begin of Survey,TRUE,TRUE
I was contacted right away and all my questions were answered.,Begin of Survey,FALSE,TRUE
No contact,End of Survey,FALSE,FALSE
We bought the truck,End of Survey,FALSE,FALSE
Received what I requested!,End of Survey,FALSE,FALSE
The dealer did not respond with pricing information,End of Survey,FALSE,TRUE
Great representative,Begin of Survey,FALSE,TRUE
I was looking for a new ford,Begin of Survey,FALSE,FALSE
They were prompt in getting back to me and very helpful and informative.,Begin of Survey,FALSE,TRUE
Very fast response,Begin of Survey,FALSE,TRUE
I was contacted in a timely manor and we made an appt for me to come in the next day.,Begin of Survey,FALSE,TRUE
Quick and easy purchase,End of Survey,FALSE,FALSE
I got one response - it did not answer my question.  Next contact was this survey!,End of Survey,FALSE,TRUE
there is nothing but the best when it comes to Bob Davidson Ford    Theyre real professional  very informative and very knowledgeable   They work magic to help,End of Survey,FALSE,TRUE
reasonable response within a reasonably short time period.,End of Survey,FALSE,TRUE
I never got a firm quote on what the dealer could do for me or what it would cost me.  The employee told me they couldn't compete with the offer I ahd on a GMC truck and that was the end of it.,End of Survey,TRUE,TRUE
They got back to me.,End of Survey,FALSE,FALSE
They were very helpful in helping me find what I was looking for at the price I was able to pay,Begin of Survey,FALSE,FALSE
Don't have all my answers yet. In process.,End of Survey,FALSE,FALSE
"I ad to do all the work to find the vehicle I was looking for, which by the way I purchase from Galpin Ford",End of Survey,FALSE,FALSE
Lots of follow-up,End of Survey,FALSE,FALSE
Got all the info I requested,End of Survey,FALSE,FALSE
"The whole interaction when requesting quotes  lacks transparency. Dealers quote prices based off the msrp before the package discounts.  For seems to be the only one really promoting these behaviors. Our last three vehicles have been Fords. Between the quality, the absurd high prices, the typical service department treatment, and this latest round of trying to buy you won't be getting anymore business from us.",Begin of Survey,TRUE,TRUE
Karen was very friendly and helpful.  We connected right away.,Begin of Survey,FALSE,TRUE
Other than getting to the pricing he has been helpful.,End of Survey,FALSE,FALSE
I could say lower but it wasn't much better.,End of Survey,FALSE,FALSE
Haven't received a price quote on auto I'm interested in,End of Survey,TRUE,FALSE
I received calls from three dealers within an hour.  But they mostly wanted to get me into the dealership.  Not very open re pricing,End of Survey,FALSE,TRUE
Easy to use.,Begin of Survey,FALSE,FALSE
I have waited a week for lease prices and until i said i would not buy a car from you did it get escalated...i am still waiting for pricing,Begin of Survey,FALSE,FALSE
I felt the F-150 needed more options; build i made was no where to be found.,End of Survey,FALSE,FALSE
Purchased car from Jacky Jones dealership in Gainesville. Great experience.,Begin of Survey,FALSE,TRUE
because it was 'fair',End of Survey,FALSE,FALSE
I just do not remember .,Begin of Survey,FALSE,FALSE
"Online response was quick but the info I got was wrong! I was asked if I was interested in purchasing the car I said ""yes if I can get the 0 financing at the price listed"" they said yes so I set up an appointment",End of Survey,TRUE,TRUE
"Friendly, Contacted me right away, and going to contact me again when the Ranger is available",Begin of Survey,FALSE,TRUE
"I was just checking out prices for future considerations, not necessarily looking for a dealer to contact me.",Begin of Survey,FALSE,TRUE
Talked to Andy Ricci and i bought a new truck,End of Survey,FALSE,TRUE
I was contacted but at a bad time to discuss vehicles. I am looking for a USED F150 with less tban 100k 5.0 engine . No 5.4 triton,End of Survey,FALSE,TRUE
"Polite, courteous and not pushy",Begin of Survey,FALSE,TRUE
I didn't feel as those I was getting complete and accurate information on several issues.,End of Survey,FALSE,FALSE
I got an immediate response and was able to print exactly what I needed for the dealer.,Begin of Survey,FALSE,TRUE
"Took too long  ,In my opinion, to get a quote. It was 3 business days to receive a price for the vehicle I am interested in purchasing.",Begin of Survey,TRUE,FALSE
requested a price over one week ago.  Zero response.  Guess I'll look at GM,End of Survey,FALSE,TRUE
Quick response,End of Survey,FALSE,TRUE
"TOO MANY PHONE CALL ,TOO MUCH HASSEL TOO MANY E MAILS REALLY TURNED ME OFF ! I KNOW WHERE TO GET GOOD DEALS ON CARS >INTERNET BABY !!!!! I CAN BUILD,FIND A ND GET THE BEST PRICE FROM MANY CAR DEALERS IN MY AREA <OBSLETE SALES TACTICS",Begin of Survey,TRUE,TRUE
na,End of Survey,FALSE,FALSE
Na,Begin of Survey,FALSE,FALSE
it was easy,End of Survey,FALSE,FALSE
Timely response with info I requested.,End of Survey,FALSE,TRUE
La respuesta y la comunicacion fue al instante y la respuesta de aprobacion tambien,Begin of Survey,FALSE,FALSE
received a fast response,End of Survey,FALSE,TRUE
Quick response and courteous.,Begin of Survey,FALSE,TRUE
quick response competent salesperson,Begin of Survey,FALSE,TRUE
got what I wanted at the price I wanted without runaround,End of Survey,FALSE,FALSE
several attempts to contact me,Begin of Survey,FALSE,FALSE
Reply was almost immediate and personal,Begin of Survey,FALSE,TRUE
Answered all my questions,End of Survey,FALSE,TRUE
Good,Begin of Survey,FALSE,FALSE
desired a quote online... at this time dont have any desire to be contacted by dealership...,End of Survey,TRUE,TRUE
Response time,End of Survey,FALSE,TRUE
very prompt response,End of Survey,FALSE,TRUE
"Friendly, prompt, professional and informative",End of Survey,FALSE,TRUE
the form was easy to follow,End of Survey,FALSE,FALSE
They immediately tried to reach me by e-mailI had given my fax # rather than phone #I corrected that mistake this a.m. have not heard back as yet,Begin of Survey,FALSE,TRUE
Quick response,End of Survey,FALSE,TRUE
All my questions were answered and rep. was very willing to provide help in my search for the vechile I inquired about.,End of Survey,TRUE,TRUE
"It was smooth, the rep was friendly and informative and prompt, and I got my Edge!",End of Survey,FALSE,TRUE
"Timely feedback and follow up, but not overly push (pressuring).",Begin of Survey,FALSE,FALSE
It went good and was helpful.,End of Survey,FALSE,FALSE
"They Appear To Truly Care About Your Needs, Along With Affordability.",End of Survey,FALSE,FALSE
Customer service,Begin of Survey,FALSE,FALSE
followup by dealer rep,End of Survey,FALSE,TRUE
received prompt response,End of Survey,FALSE,TRUE
I was contacted right away by a very pleasant and professional person.,Begin of Survey,FALSE,TRUE
Quick response,End of Survey,FALSE,TRUE
fast and accurate information they did not waste my time with frivolous chatter,End of Survey,FALSE,FALSE
Porque me gusta los Ford,End of Survey,FALSE,FALSE
Responeded quickly and precisely,End of Survey,FALSE,TRUE
Excellent people to work with,End of Survey,FALSE,TRUE
response was inconsistent with request,End of Survey,FALSE,TRUE
no price given.,End of Survey,FALSE,FALSE
Contacted promptly,Begin of Survey,FALSE,TRUE
No contact,End of Survey,FALSE,FALSE
Graciela got me all the information I needed a Sam took care of me I would definitely go back with them to purchase another vehicle with them,End of Survey,FALSE,FALSE
I was contacted promptly,Begin of Survey,FALSE,TRUE
Because how they responded to me,End of Survey,FALSE,TRUE
Quick contact and offered to be of any assistance.,Begin of Survey,FALSE,FALSE
quick response,Begin of Survey,FALSE,TRUE
received dealer referral immediately,End of Survey,FALSE,TRUE
I WAS  CALLED QUICKLY NO FOLLOW UP,End of Survey,FALSE,TRUE
Took me time to figure out how to build the truck I was interested in,End of Survey,FALSE,FALSE
"Never heard back from Sill-Terhar and then after reaching out to them again, I visited the dealership only to be told they dont allow test drives of the truck I was interested in buying. Went to a different dealership to purchase vehicle.",End of Survey,TRUE,TRUE
someone contacted me right away and gave me answers they could at that time.,End of Survey,FALSE,TRUE
Initinally it was poor until I left a review then the manager Tim had contacted me and answered my questions only after I left a negative review. The manager did answer my question to my satisfaction thou!,Begin of Survey,FALSE,TRUE
Quick response and was familiar with product,Begin of Survey,FALSE,TRUE
Provided ample information,End of Survey,FALSE,FALSE
Too expensive!!!,End of Survey,FALSE,FALSE
Rapid response and pleasant salesman,Begin of Survey,FALSE,TRUE
no problems,End of Survey,FALSE,FALSE
Very quick response on interested vehicle,End of Survey,FALSE,TRUE
read previous comment,End of Survey,FALSE,FALSE
"Was looking for some general information on pricing and payment options, but ended up making an appointment and coming into dealership the next day.",End of Survey,FALSE,TRUE
Quick response.,End of Survey,FALSE,TRUE
Quick response,Begin of Survey,FALSE,TRUE
"Very informational and understanding, great selection of vehicles and very good overview and specs on listed vehicles",Begin of Survey,FALSE,FALSE
It lead me to dealers with the vehicles I was interested in.,Begin of Survey,FALSE,TRUE
A,End of Survey,FALSE,FALSE
Still waiting for a quote,End of Survey,TRUE,FALSE
"Because even though I put in my zip code, it sent me to a dealer 45 miles away. I deal with a good dealer 31 miles away and have for years done business with Ballentine Ford in Greenwood. Fairway was fine, but I wouldn't likely buy there.",Begin of Survey,FALSE,TRUE
they didnt give me a quote,End of Survey,TRUE,FALSE
Jennifer called us and answered all our questions then she set up an appointment to meet with a sales person.Hussain our salesman was very patient and answered all our questions. Leasing the truck was a very pleasant experience.,End of Survey,FALSE,TRUE
FRIENDLY IMMED. RESPONSE.,Begin of Survey,FALSE,TRUE
But no one has contacted me.....,End of Survey,FALSE,TRUE
Quick responce,End of Survey,FALSE,TRUE
Friendly staff,Begin of Survey,FALSE,TRUE
it was straight forward and quick,Begin of Survey,FALSE,FALSE
Had submitted info and had salesperson had our info and off we went to look at vehicles.,Begin of Survey,TRUE,TRUE
Easy,End of Survey,FALSE,FALSE
Friendly staff. Helpful,Begin of Survey,FALSE,TRUE
The SALES REP. WAS VERY NICE AND TRIED HER BEST TO ANSWER MY QUESTIONS.,End of Survey,FALSE,TRUE
"Friendly, very knowledgeable",Begin of Survey,FALSE,TRUE
It was prompt,Begin of Survey,FALSE,TRUE
I was contacted by a representative and had a very pleasant time negotiating a price for a vehicle.,Begin of Survey,FALSE,TRUE
I was able to choose the options I wanted,Begin of Survey,FALSE,FALSE
prompt to respond,Begin of Survey,FALSE,TRUE
I got a timely response with option to call to discuss and a appt. was setup to see the vehicle. When we arrived everything was ready to go.,End of Survey,FALSE,TRUE
Easy to do online.,End of Survey,TRUE,FALSE
Quick response. Informative. Bottom line and didn't waste my time.,Begin of Survey,FALSE,TRUE
quick and thorough response,Begin of Survey,FALSE,TRUE
prompt to respond,Begin of Survey,FALSE,TRUE
The entire experience was handled in a timely fashion.,End of Survey,FALSE,FALSE
Quick response and follow ups have answered or addressed my questions/request.,Begin of Survey,FALSE,TRUE
Someonr responded in a none pushy way,End of Survey,FALSE,TRUE
No,End of Survey,FALSE,FALSE
The dealership tried and succeeded in meeting my needs.,End of Survey,FALSE,TRUE
