cx_q2,cx_flag,Question Placement,Web,Dealership
Was advised that someone was working on my request and that i would be contacted shortly. Over a week later still haven't been contacted,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Just e mail.,1,End of Survey,FALSE,FALSE
They suck,2,Begin of Survey,FALSE,FALSE
Minimal interaction.,1,End of Survey,FALSE,TRUE
See previous comments.,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
IT was easy and straight forward. I knew what would happen once I completed my form.,2,Begin of Survey,FALSE,FALSE
answered questions no pressure,2,Begin of Survey,FALSE,TRUE
best buying experience i have ever had.,2,Begin of Survey,FALSE,FALSE
have not received price or trade in price,1,End of Survey,FALSE,FALSE
No loan approval,1,End of Survey,FALSE,FALSE
"Responded in a timely matter, and not being to pushy.",1,End of Survey,FALSE,TRUE
No reason,2,Begin of Survey,FALSE,FALSE
Very prompt reply,2,Begin of Survey,FALSE,TRUE
"The service was absolutely above and beyond. Cindy and Jeff were so friendly I felts like I knew them right, like we were all old friends. They both went out of their way to make sure I was taken care of. As a first time buyer I was of course but with these two it was as easy as perverable PIE!!!",2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
Very professional. Answered all my questions. Gave us a good demonstration.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
easy process,1,End of Survey,FALSE,FALSE
"The entire staff, Gary Crow, Heather Langston worked tireless to get the vehicle we wanted. Each were very knowledgeable, patience, courteous just a pleasure to work with. Thanks",1,End of Survey,FALSE,TRUE
Easy to use. Good information and follow up phone call,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
I specifically asked to be contacted via email and instead got several calls only to find out that the vehicle I was interested in was a certified pre-owned no identified as CPO on dealer website.,2,Begin of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
All the informatian I was looking for could have been on the websight. You people are making a huge deal about the new ranger and yet the questions I had could not have been answerd on the sight. Ridiculous.,1,End of Survey,TRUE,TRUE
"Very quick response, all of my questions were answered fully",2,Begin of Survey,FALSE,TRUE
Got text email and call. Overkill but prompt and was followed up with.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
Was contacted very quickly.,2,Begin of Survey,FALSE,TRUE
Bondy's price was listed wrong.The price I was shown was too high.I got a better price from another Dealer.,1,End of Survey,FALSE,TRUE
"Someone contacted me, but they were not pushy.",2,Begin of Survey,FALSE,TRUE
I asked some specific questions and after a fair amount of time I got a generic email sent to me but addressed to my ex husband.  My questions were never addressed even when I asked them a second time,2,Begin of Survey,FALSE,TRUE
"No flaws in the process! All was handled correctly, which culminated into our leasing a 2019 Nautilus.",1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
I don’t give a high grade because they is always room for improvement,2,Begin of Survey,FALSE,FALSE
Prompt courteous response,2,Begin of Survey,FALSE,TRUE
The salesman at my local dealer Tom Kiernan is very responsive and informative,1,End of Survey,FALSE,TRUE
Great response,1,End of Survey,FALSE,TRUE
It was too quick and actually felt like an attack from a desperate car sales person.,1,End of Survey,FALSE,TRUE
"The salesmen, Bobby Thompson was responsive and very courteous.  I would highly recommended him to anyone.",2,Begin of Survey,FALSE,TRUE
IAM STILL INTERESTED,1,End of Survey,FALSE,FALSE
Multiple truck pictures on website and was the incorrect pricing on that truck. Get like a bait and switch deal. Truck was a 4x4 2018 F-150 crew cab and vin was for a base model extended cab 2wd,2,Begin of Survey,TRUE,FALSE
"See comments above. Dealer not interested in helping me find a truck. So, I went elsewhere and had a GREAT experience at Holiday Ford.",1,End of Survey,FALSE,TRUE
"Responsive but not over pushy, just right",2,Begin of Survey,FALSE,TRUE
Responded as requested,2,Begin of Survey,FALSE,TRUE
Took to look to respond back,2,Begin of Survey,FALSE,TRUE
"Oliver Harvey was no pressure, answered all my questions and was ready when I met him in person.  I spent less than 2 hours on the entire process.  I have a new F-150 Lariet.  I also feel that I will be supported by Oliver with any technology questions I will have with the new truck.",2,Begin of Survey,FALSE,TRUE
"I was contacted by email immediately even though i wasnt ready to search yet. I had accidently sent the request in.,",2,Begin of Survey,TRUE,TRUE
I wasn’t expecting someone to contact me by phone and hat day so I was a little off my game.,2,Begin of Survey,FALSE,TRUE
"Just looki,g for information - availability, pricing, etc.  Not i,terested i, tLking to salesmen or playing games.  Just basic info",2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
O,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
"I was in contact asking for best out the door price on edge titanium a price $30,989 12-19 I sat an appt. 3 emails confirming appt. Salesman stressed 2 hr set aside & if change let him know & as he do the same. I arrived he passed me off stating ""He was tied up with customer from Bastrop & they had driven long way he would let this other man handle me. The price jumped to 33537. The new man advised Ford offering 0% interest but he check & we could not have 0% interest. We inquired any other rebates we could qualify told by Pedro we could not have any rebates because discounted price. I do not feel i was treated as my business was important. I have purchased many cars & I know dealers do not pay sticker for car & this time of year all rebates & dealer discounts there should be no problem selling vehicle $30,989 out the door quoted. I have excellent credit & was ready to write check & sign but feel like my business was not important.Cheryl Farr",2,Begin of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
Good Communication and fast responses,2,Begin of Survey,FALSE,TRUE
Email arrived the next morning with the price quote.,2,Begin of Survey,TRUE,FALSE
"They have been in contact,But my work schedule would not let me get there .",2,Begin of Survey,FALSE,FALSE
So you would quit asking questions,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
tried to reach me,2,Begin of Survey,FALSE,FALSE
Faith was amazing,2,Begin of Survey,FALSE,FALSE
"Easy to use, prefer on line.",2,Begin of Survey,FALSE,FALSE
Love on-line and email.  Heard from rep right away and continues to use email.Merry Christmas.,2,Begin of Survey,TRUE,TRUE
getting info on ranger,1,End of Survey,FALSE,FALSE
Response was quick,2,Begin of Survey,FALSE,TRUE
"It was at a pace I wanted,",1,End of Survey,FALSE,FALSE
reply did not take very long,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
The site was easy to manage,1,End of Survey,TRUE,FALSE
,1,End of Survey,FALSE,FALSE
professional people,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I received an immediate response and followups that were courteous.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
I didn't have to wait on yall...you waited on me! Great customer service and financing!,2,Begin of Survey,FALSE,FALSE
"I have bought several cars over the years with them. I have had good and not so good experiences with them, depending on who helps me.",2,Begin of Survey,FALSE,FALSE
call back received very quick,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
My salesperson Sandy Glover and the finance manager Janet? Worked very hard to make sure my truck buying needs were met.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Just wanting basic pricing info,2,Begin of Survey,FALSE,FALSE
Good contract call,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Easy to look,1,End of Survey,FALSE,FALSE
We played email tag... then texted back with no answer back... however I believe the individual made an honest attempt to contact me ... with Christmas here we both are busy... I will reach out again,2,Begin of Survey,FALSE,FALSE
I have an older Ranger and it has served me well.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Haven't talk to a rep yet,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Contacted me quickly and easy to work with.  Went out of their way to accommodate me.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
Web site for searching inventory turned into lead with follow up required but no contact from dealer,1,End of Survey,TRUE,TRUE
Prompt service,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
"immediate call back, productive follow up meeting",2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
immediate response,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
No one has contacted me. That is poor followup and customer service,1,End of Survey,FALSE,TRUE
It was good.,2,Begin of Survey,FALSE,FALSE
"Good response, response was a repeated message.",1,End of Survey,FALSE,TRUE
the website is difficult to deal with,1,End of Survey,TRUE,FALSE
only one dealership contacted me; the available rebates from Ford are not easily accertainable.,1,End of Survey,FALSE,TRUE
see previous comments,1,End of Survey,FALSE,FALSE
Very nice,2,Begin of Survey,FALSE,FALSE
Prompt and courteous response.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
salesman knew the product well,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Fast response,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
It was good. Not outstanding.,2,Begin of Survey,FALSE,FALSE
"your staff got back to me quickly, they were informative and not pushy",2,Begin of Survey,FALSE,TRUE
The web site showed me what was available at this dealership.,1,End of Survey,TRUE,TRUE
no action,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Derek,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Prompt,1,End of Survey,FALSE,TRUE
Fast,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"easy and quick. contacted quickly, and given straight information",2,Begin of Survey,FALSE,TRUE
Quick response time,2,Begin of Survey,FALSE,TRUE
"Easy, concise",2,Begin of Survey,FALSE,FALSE
Internet Sales rep very courteous and helpful.,2,Begin of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
All understood my position on getting a Ford Flex.,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Because I was satisfied,1,End of Survey,FALSE,FALSE
Quick. Friendly people.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
knows his trade,1,End of Survey,FALSE,FALSE
Resive Imail from dealer only,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
A deal was made and I purchased a new Escape,1,End of Survey,FALSE,FALSE
Easy and simple to request,2,Begin of Survey,FALSE,FALSE
It was easy,2,Begin of Survey,FALSE,FALSE
The time-frame for an answer was quick.,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
When i bought my car it took over 4 hrs of my timr,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
still no price on car,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"Professional,informative!!",1,End of Survey,FALSE,TRUE
Easy,1,End of Survey,FALSE,FALSE
Prompt response with the pertinent information requested,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
they worked very hard to please me and made it work out.,2,Begin of Survey,FALSE,FALSE
I bought the truck,2,Begin of Survey,FALSE,FALSE
Every person was helpful,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"No call, I went to the dealers lot and the sales staff were all in hanging out out in an office, so I wandered the lot and left. I will not return to Perry Ford nor would I recommend them. We are looking at purchasing a transit passenger van and at this point we are considering other vechicles.",1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Could not see specs on the truck I was interested in,2,Begin of Survey,FALSE,FALSE
The representative was very helpful in finding the vehicle I wanted,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
contacted asap,1,End of Survey,FALSE,TRUE
It just was,1,End of Survey,FALSE,FALSE
The dealer called early next morning. Transferred  me to sales and answered the questions I had.,2,Begin of Survey,FALSE,TRUE
Quick and professional response,2,Begin of Survey,FALSE,TRUE
satisfied my questions,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"I looked on line for what I wanted and you had it in stock.  Next day I get a phone call with more information.  That was quick, easy and now I just have to go to see the car and see what else he might have that would meet my needs.  I bought a car from you in 2015 and I will probably buy my next one.",2,Begin of Survey,FALSE,TRUE
Still not all that ready to trade yet. What I'm driving only has 43K  miles on it.,1,End of Survey,FALSE,FALSE
"Salesman was very professional on the phone yesterday when he called  . My previous dealing with Liberty Ford consisted of going to the Maple Hts dealership several years ago , looking to buy a new truck .  I walked into that dealership and was ignored by all personell that were working the showroom . I guessed  I didn't fit their profile of someone they were willing to wait on. I usually buy a new truck every three years.Needless to say , I bought a brand new GMC truck the next day . I drove to Madison Ohio to buy it.My next truck was purchased in Akron. The next in Massilon. And finally , the one I presently drive , in Akron again. Maple Hts would have been 5 miles closer at the very least. But , as you can see, they poisoned the well for 3 more sales.Regarding the interaction I had with the Aurora salesman -We had a frank , honest conversation . That's what I'm looking for in a dealership. Best of luck in your new location, Jim",2,Begin of Survey,FALSE,TRUE
Fast,2,Begin of Survey,FALSE,FALSE
I'm very busy and I don't have allot of time to spend with a rep. I like that the sales rep understood that I need to shop when convenient.,1,End of Survey,FALSE,TRUE
I’m still waiting on a quote for the make and model I entered. They don’t seem too interested in making a sale. I would like a quote with any discounts available. Not asking for a lot and not wanting them to tell me to come to the lot and talk about just simply asked for a quote.,1,End of Survey,TRUE,TRUE
"The truck I was attempting to get pricing had inadvertently gotten changed to a different truck. Not a big deal, a simple mistake but it did and continues to delay everything.",2,Begin of Survey,FALSE,FALSE
"They do not have any Rangers, so why call",2,Begin of Survey,FALSE,FALSE
The web page is a bit glitchy on an iPad. Too much automation.,2,Begin of Survey,TRUE,FALSE
,1,End of Survey,FALSE,FALSE
Didn’t have to wait long,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
I have not heard anything since the last conversation,2,Begin of Survey,FALSE,FALSE
You did respond.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Paso Robles Ford falsely advertised a price of a f250 and after contacting them they informed me that it was a mistake and to come and have a look at the truck anyway they have not corrected the internet price which was a new F250 for $35k. I think this is poor advertising and I will look at other auto companies instead,2,Begin of Survey,TRUE,FALSE
Lack of interest in selling vehicles or doing business together,1,End of Survey,FALSE,FALSE
very responsive and follows-through,2,Begin of Survey,FALSE,TRUE
I had a good experience,2,Begin of Survey,FALSE,FALSE
Freddy was great,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
"All I requested was information on available Ford rebates on a specific truck I was considering purchasing.  I was contacted about 7 times by 4 different people but could not get an answer.  Everyone just kept saying ""when can you come in for a test drive"".  I was not willing to drive all the way there for this nonsense.",1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
the response was immediate.  follow through within minutes.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
Questions were answered in a timely manner and proper information was given.,1,End of Survey,FALSE,TRUE
"Sales associate was very informative but not pushy at all.  Listen to me and what I’m looking for, but understood that I wasn’t buying just yet",2,Begin of Survey,FALSE,TRUE
"Couldn’t and wouldn’t following directions or answer my direct question to start with, if I say email don’t tell me to call you 4 times in row.",1,End of Survey,FALSE,TRUE
Their time,1,End of Survey,FALSE,FALSE
easy,2,Begin of Survey,FALSE,FALSE
Great professional treatment by everyone.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Because some one contacted me,2,Begin of Survey,FALSE,TRUE
Easy,1,End of Survey,FALSE,FALSE
Easy and successful,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
I got what I needed and was able to buy a vehicle.,1,End of Survey,FALSE,FALSE
"the dealer explained that the Bullitt was low production and high demand, indicated that they were going at over invoice, identified the price paid for the one sold from their showroom, and noted the time it would take to receive delivery.",1,End of Survey,FALSE,TRUE
Not contacted!,1,End of Survey,FALSE,TRUE
Everything was done to my satisfaction,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
No pricing given.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I specified what I gotta as looking for and was told to go on line to build it,2,Begin of Survey,FALSE,TRUE
Not all my questions were answered,2,Begin of Survey,FALSE,TRUE
I received very good service,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Ford ranger ordered..Jane and Wanda are great,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
No presure,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Easy and quick,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
He was very prompt.,2,Begin of Survey,FALSE,TRUE
No resolve.,1,End of Survey,FALSE,FALSE
Good experience.,1,End of Survey,FALSE,FALSE
Im done now,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
The dealership did not satisfy my needed vehicle,2,Begin of Survey,FALSE,TRUE
"Almost immediate response to my inquiry.  I was provided with information on all mediums; call, email, voicemail.",2,Begin of Survey,FALSE,TRUE
Ok,2,Begin of Survey,FALSE,FALSE
they already called me,2,Begin of Survey,FALSE,TRUE
You did not pay attention to what I wanted (Diesel). You just took a random truck from you inventory and started paddling to me. What do you think I am stupid?,1,End of Survey,FALSE,FALSE
The contact was in English and clearThe contact was freindly The contact was engaged and informativeThere was helpful,1,End of Survey,FALSE,FALSE
Have not been contacted as of yet,1,End of Survey,FALSE,TRUE
In my initial email I posed questions other than was the vehicle still available. The reply only stated that it was available but did not answer my other questions.,2,Begin of Survey,FALSE,TRUE
"We were ,orebthen happy nought our cat",2,Begin of Survey,FALSE,FALSE
the automated process did its job,1,End of Survey,FALSE,FALSE
Great initial response but representative response after that faded away,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
No me contactaron para nada,1,End of Survey,FALSE,FALSE
Someone called me to get contact info but nothing since then.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Ford dealership contacted me within 2 hours.,2,Begin of Survey,FALSE,TRUE
Simple and easily completed.,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Courteous salesman,2,Begin of Survey,FALSE,TRUE
"A sales man contacted me, I asked questions did not get any responses to questions. I got pawn off to a 2nd person who did not seem to want to put any time into finding a truck for me. I then spoke to the manager who was truly a waste of my time. I am still looking for a truck and will not go back to Auto nation ford.",2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"Representative, Zachary Jackson contacted me.  He is/was very nice and professional",2,Begin of Survey,FALSE,TRUE
Professional,2,Begin of Survey,FALSE,TRUE
"Slow response, quoting me a higher price than was on their website, not motivated.",1,End of Survey,TRUE,TRUE
Fast response,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
My dealer  Tim was fantastic.,2,Begin of Survey,FALSE,TRUE
I got the info I wanted in a timely fashion.,1,End of Survey,FALSE,FALSE
Awaiting requested quote,1,End of Survey,TRUE,FALSE
Quick response.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
I was contacted in a reasonable span of time.,2,Begin of Survey,FALSE,TRUE
Ok,2,Begin of Survey,FALSE,FALSE
Nothing bad to say. So it was god.,1,End of Survey,FALSE,FALSE
one response,2,Begin of Survey,FALSE,TRUE
All went well in working with Miller Ford.  I bought the vehicle.  It was the most painless process I have had purchasing a new vehicle.,1,End of Survey,FALSE,FALSE
The whole process of buying was painless,1,End of Survey,FALSE,FALSE
Availibility was never confirmed for the auto I inquired about.,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"Same as before.  Quick, efficient response.",1,End of Survey,FALSE,TRUE
Was contacted by Anderson Ford-Lincoln minutes after submitting request.,2,Begin of Survey,TRUE,TRUE
told you before.,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
"We had to haggle over some offered discounts,and mechanical problems.",2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
i was contacted right away by text and email...,2,Begin of Survey,FALSE,TRUE
I was contacted by the salesman that I have used 5 other times and I bought my 6th bvehicle from him that night.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
They treated me and my family very well and tried to get us in the car we wanted.,1,End of Survey,FALSE,FALSE
The dealership has been responsive.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Prompt reply,2,Begin of Survey,FALSE,TRUE
"I had a great car buying experience due to the staff alone! thank you all for all of your help in making this a quick, yet thorough and joyous process getting the vehicle that I wanted!",1,End of Survey,FALSE,TRUE
me contactaron inmediatamente e hicieron lo posible por ayudarme.,2,Begin of Survey,FALSE,FALSE
Not a lot of decisions at this point,1,End of Survey,FALSE,FALSE
Received personable phone contact and invitation to the dealership !,2,Begin of Survey,FALSE,TRUE
Everyone was friendly and responsive,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
It’s not easy to get a price on an actual vehicle.,2,Begin of Survey,FALSE,FALSE
"I submitted my request and a Ford dealer rep responded to me, one who was knowledgeable Ford products.",1,End of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
Communicated well,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
timely response but i was already workign with the dealership,1,End of Survey,FALSE,TRUE
Because someone responded to me and listened to my request and we are in contact on the car that I want.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
No pressure.....that sums it up. I felt no pressure to buy or come in.,2,Begin of Survey,FALSE,FALSE
Being polite,1,End of Survey,FALSE,TRUE
Amazing customer service,2,Begin of Survey,FALSE,FALSE
"Fast reply ,interest in what I am looking for",2,Begin of Survey,FALSE,TRUE
My questions were answered in a timely manner politely.,1,End of Survey,FALSE,TRUE
I asked a question about 0% intrest on a vehicle with no response,1,End of Survey,FALSE,TRUE
tried to set up appointment,1,End of Survey,FALSE,FALSE
Quick response. Kind respectful. No pressure.,1,End of Survey,FALSE,TRUE
Did not want dealerships to call me until I saw more stuff,2,Begin of Survey,FALSE,TRUE
see above,1,End of Survey,FALSE,FALSE
"Im happy with my new Fiesta , my deal and my dealership experience. I will definitely purchase at Winner again.",1,End of Survey,FALSE,TRUE
WINNER FORD CONTACTED & SOLD ME MY FIESTA WITHIN 24 HOURS.,1,End of Survey,FALSE,TRUE
The entire experience was stress free with no pressuring.,2,Begin of Survey,FALSE,FALSE
"i arrived at galloway without an appointment and asked for kenny mcdonnel. he told me on the phone he had an appointment at 1. I did not set up a time with, but stopped by around noon and after a 10 minute wait i was told he was at lunch (which is fine). i was told they would get someone else to assist me. After a 20 minute wait we went out side to look at the explorers. after looking about 15 minutes, a sales person was walking through the lot and asked if he could assist. I believe his name was darien, but he had very little knowledge of the vehicles. All he could do was look at the sticker and read the details. he had no idea where the vehicles i was interested in were loacated. bottom line, i was there over 60 minutes and feel it was a total waste of time.",1,End of Survey,FALSE,TRUE
Quick response and friendly service,2,Begin of Survey,FALSE,TRUE
A quick response,2,Begin of Survey,FALSE,TRUE
"Because the pricing on the internet does not match the price the representative quoted me and the difference was dynamic.  A few hundred may be acceptable, but several thousand is not.",1,End of Survey,TRUE,TRUE
Good verbally and seemed interested.,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
10000 dealer markup on new vehicle,2,Begin of Survey,FALSE,TRUE
Easy webpage,1,End of Survey,TRUE,FALSE
Prompt response,2,Begin of Survey,FALSE,TRUE
Prompt response to Inq on line,2,Begin of Survey,FALSE,TRUE
Received response I requested,2,Begin of Survey,FALSE,TRUE
Just trying to make sure of what we wanted,1,End of Survey,FALSE,FALSE
quick response and very helpful.,2,Begin of Survey,FALSE,TRUE
because i thought i was treated like i was a person rather than just a customer,1,End of Survey,FALSE,TRUE
"no pressure, helpful to find the car I am looking for at the correct price",1,End of Survey,FALSE,FALSE
This is a silly question. How I rate it is because that is how I feel about the process compared to other companies with whom I interacted. Very silly question.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
quick response; informative answers,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
I was satisfied,2,Begin of Survey,FALSE,FALSE
CALLED ME WITH IN AN HOUR ABOUT THE ESCAPE I WAS INTERESTED IN WHEN I WENT THERE HE HAD THE ESCAPE OUT FRONT,1,End of Survey,FALSE,TRUE
sales rep called the same day and was  not pushy,2,Begin of Survey,FALSE,TRUE
Easy to use and contacted quickly.,2,Begin of Survey,FALSE,TRUE
did not want the information...could not move forward in valuing a vehicle without it.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Salesman was courteous and is still searching for for a truck,2,Begin of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Information was answered,1,End of Survey,FALSE,TRUE
Quick response,2,Begin of Survey,FALSE,TRUE
"Placing the query was easy, but never got a response or followup.",1,End of Survey,FALSE,TRUE
Very fast response,2,Begin of Survey,FALSE,TRUE
just tough during Holiday,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Valerie Parker was AWESOME and understood why I changed my mind.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Asked to be called and nobody called.,1,End of Survey,FALSE,TRUE
Because it was good,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
HAD THE ANSWERS TO MY QUESTIONS,2,Begin of Survey,FALSE,TRUE
Slow response,2,Begin of Survey,FALSE,TRUE
"Prompt reply, but pricing higher than expected",2,Begin of Survey,FALSE,TRUE
got a response,2,Begin of Survey,FALSE,TRUE
I was contacted DAYS later. I could have gone elsewhere.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
After my on line request they took the time to give me a phone call.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Sean Greenwood was very quick to respond and was transparent--provided multiple best pricing and financing options,1,End of Survey,FALSE,TRUE
sales person was very helpful,2,Begin of Survey,FALSE,TRUE
Professional service and not at all pressured or rushed.,2,Begin of Survey,FALSE,TRUE
Prompt courteous contact without being pushy.,2,Begin of Survey,FALSE,TRUE
The salesman provided good service,2,Begin of Survey,FALSE,TRUE
"The sales rep, Will",1,End of Survey,FALSE,TRUE
Pretty easy to find a vehicle I liked and be in contact with dealership,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
see previous comments,1,End of Survey,FALSE,FALSE
